index,class,cap-shape,cap-surface,cap-color,odor,population,habitat
2082,edible,flat,smooth,white,none,scattered,grasses
2083,edible,convex,fibrous,brown,none,several,woods
2084,edible,flat,fibrous,brown,none,several,woods
2085,edible,flat,fibrous,gray,none,scattered,grasses
2086,edible,flat,fibrous,gray,none,scattered,grasses
2087,edible,flat,fibrous,brown,none,scattered,grasses
2088,edible,convex,fibrous,gray,none,soletary,woods
2089,edible,convex,fibrous,red,none,soletary,woods
2090,poisonous,flat,scaly,brown,pungent,scattered,urban
2091,edible,convex,scaly,gray,none,several,woods
2092,edible,convex,smooth,white,none,abundant,grasses
2093,edible,bell,smooth,white,almond,scattered,meadows
2094,edible,convex,smooth,white,none,scattered,grasses
2095,edible,flat,fibrous,brown,none,scattered,grasses
2096,edible,convex,scaly,gray,none,soletary,woods
2097,edible,flat,fibrous,gray,none,several,woods
2098,edible,convex,fibrous,gray,none,scattered,grasses
2099,poisonous,convex,smooth,white,pungent,scattered,grasses
2100,edible,convex,smooth,brown,none,abundant,grasses
2101,edible,convex,scaly,gray,none,soletary,woods
2102,edible,flat,fibrous,gray,none,several,woods
2103,edible,convex,scaly,brown,none,several,woods
2104,edible,convex,fibrous,red,none,soletary,woods
2105,edible,flat,fibrous,brown,none,soletary,woods
2106,edible,convex,fibrous,red,none,soletary,woods
2107,edible,flat,fibrous,brown,none,several,woods
2108,edible,convex,scaly,red,none,soletary,woods
2109,edible,convex,fibrous,gray,none,several,woods
2110,edible,flat,fibrous,gray,none,several,woods
2111,edible,convex,fibrous,red,none,several,woods
2112,edible,convex,scaly,red,none,several,woods
2113,poisonous,convex,smooth,white,pungent,several,grasses
2114,edible,convex,fibrous,red,none,several,woods
2115,edible,convex,scaly,gray,none,several,woods
2116,edible,convex,fibrous,brown,none,soletary,woods
2117,edible,convex,scaly,red,none,soletary,woods
2118,edible,convex,scaly,gray,none,several,woods
2119,edible,convex,fibrous,gray,none,several,woods
2120,edible,convex,scaly,gray,none,several,woods
2121,edible,convex,fibrous,red,none,soletary,woods
2122,edible,flat,scaly,red,none,soletary,woods
2123,edible,flat,fibrous,brown,none,several,woods
2124,edible,convex,fibrous,brown,none,several,woods
2125,edible,flat,scaly,gray,none,several,woods
2126,edible,convex,scaly,red,none,several,woods
2127,edible,convex,fibrous,gray,none,soletary,woods
2128,edible,convex,scaly,gray,none,several,woods
2129,poisonous,convex,fibrous,gray,foul,soletary,grasses
2130,poisonous,flat,smooth,white,pungent,scattered,grasses
2131,edible,convex,fibrous,red,none,several,woods
2132,edible,convex,fibrous,white,none,scattered,grasses
2133,edible,convex,scaly,brown,none,several,woods
2134,edible,flat,fibrous,brown,none,soletary,woods
2135,edible,convex,fibrous,brown,none,several,woods
2136,edible,convex,scaly,gray,none,soletary,woods
2137,edible,convex,scaly,gray,none,several,woods
2138,edible,convex,fibrous,red,none,several,woods
2139,edible,convex,scaly,brown,none,soletary,woods
2140,edible,convex,fibrous,gray,none,soletary,woods
2141,edible,convex,fibrous,red,none,several,woods
2142,edible,convex,scaly,red,none,several,woods
2143,edible,convex,scaly,brown,none,soletary,woods
2144,edible,convex,scaly,red,none,soletary,woods
2145,edible,flat,scaly,brown,none,several,woods
2146,edible,flat,scaly,brown,none,several,woods
2147,edible,convex,scaly,brown,none,several,woods
2148,poisonous,flat,smooth,brown,pungent,several,urban
2149,edible,flat,fibrous,red,none,soletary,woods
2150,poisonous,convex,smooth,white,pungent,scattered,grasses
2151,edible,convex,fibrous,red,none,soletary,woods
2152,edible,flat,fibrous,brown,none,soletary,woods
2153,edible,convex,scaly,brown,none,several,woods
2154,edible,flat,fibrous,red,none,several,woods
2155,edible,convex,fibrous,red,none,soletary,woods
2156,edible,convex,fibrous,gray,none,several,woods
2157,edible,convex,scaly,brown,none,soletary,woods
2158,edible,flat,fibrous,brown,none,several,woods
2159,edible,flat,fibrous,brown,none,soletary,woods
2160,edible,convex,fibrous,red,none,several,woods
2161,edible,convex,fibrous,brown,none,soletary,woods
2162,edible,convex,fibrous,red,none,soletary,woods
2163,edible,flat,fibrous,gray,none,several,woods
2164,edible,convex,scaly,brown,none,soletary,woods
2165,edible,flat,fibrous,brown,none,soletary,woods
2166,edible,convex,fibrous,red,none,soletary,woods
2167,edible,convex,scaly,red,none,soletary,woods
2168,edible,convex,fibrous,gray,none,soletary,woods
2169,edible,convex,scaly,gray,none,soletary,woods
2170,edible,convex,scaly,red,none,several,woods
2171,edible,convex,scaly,gray,none,several,woods
2172,edible,convex,fibrous,gray,none,several,woods
2173,edible,flat,fibrous,gray,none,several,woods
2174,edible,convex,scaly,gray,none,several,woods
2175,edible,convex,scaly,red,none,soletary,woods
2176,edible,flat,fibrous,brown,none,several,woods
2177,edible,flat,fibrous,brown,none,soletary,woods
2178,edible,convex,scaly,red,none,several,woods
2179,poisonous,convex,fibrous,gray,foul,soletary,woods
2180,edible,convex,scaly,gray,none,soletary,woods
2181,edible,convex,fibrous,red,none,soletary,woods
2182,edible,convex,scaly,brown,none,several,woods
2183,edible,flat,fibrous,brown,none,soletary,woods
2184,edible,convex,scaly,red,none,several,woods
2185,edible,flat,fibrous,brown,none,several,woods
2186,edible,flat,scaly,brown,none,soletary,woods
2187,edible,flat,fibrous,gray,none,soletary,woods
2188,edible,convex,fibrous,red,none,soletary,woods
2189,edible,convex,fibrous,gray,none,several,woods
2190,edible,convex,fibrous,gray,none,several,woods
2191,edible,convex,fibrous,brown,none,several,woods
2192,edible,convex,fibrous,gray,none,soletary,woods
2193,edible,convex,smooth,gray,none,scattered,grasses
2194,edible,convex,scaly,red,none,soletary,woods
2195,edible,flat,fibrous,gray,none,soletary,woods
2196,edible,convex,scaly,red,none,several,woods
2197,edible,flat,fibrous,gray,none,several,woods
2198,edible,convex,fibrous,gray,none,soletary,woods
2199,edible,convex,fibrous,gray,none,several,woods
2200,edible,flat,fibrous,gray,none,soletary,woods
2201,edible,convex,smooth,white,none,abundant,grasses
2202,edible,convex,fibrous,brown,none,soletary,woods
2203,edible,flat,fibrous,brown,none,several,woods
2204,edible,flat,fibrous,gray,none,soletary,woods
2205,edible,convex,scaly,gray,none,soletary,woods
2206,edible,convex,fibrous,red,none,several,woods
2207,edible,convex,scaly,red,none,several,woods
2208,edible,convex,fibrous,brown,none,soletary,woods
2209,edible,flat,scaly,gray,none,soletary,woods
2210,edible,convex,scaly,gray,none,several,woods
2211,poisonous,convex,smooth,pink,creosote,scattered,woods
2212,edible,convex,scaly,brown,none,soletary,woods
2213,edible,flat,fibrous,gray,none,several,woods
2214,edible,convex,scaly,red,none,soletary,woods
2215,edible,flat,fibrous,brown,none,several,woods
2216,edible,convex,scaly,brown,none,several,woods
2217,edible,convex,fibrous,gray,none,soletary,woods
2218,edible,flat,fibrous,brown,none,several,woods
2219,edible,convex,scaly,brown,none,several,woods
2220,edible,convex,scaly,brown,none,several,woods
2221,edible,convex,fibrous,red,none,several,woods
2222,edible,flat,fibrous,gray,none,several,woods
2223,edible,convex,scaly,red,none,several,woods
2224,edible,convex,scaly,red,none,several,woods
2225,edible,flat,fibrous,brown,none,soletary,woods
2226,edible,convex,fibrous,red,none,several,woods
2227,edible,convex,fibrous,red,none,soletary,woods
2228,edible,convex,fibrous,white,none,scattered,grasses
2229,edible,convex,scaly,gray,none,soletary,woods
2230,edible,convex,fibrous,red,none,several,woods
2231,edible,convex,scaly,gray,none,several,woods
2232,edible,convex,fibrous,red,none,several,woods
2233,edible,convex,fibrous,gray,none,soletary,woods
2234,edible,flat,scaly,red,none,several,woods
2235,edible,flat,scaly,gray,none,several,woods
2236,edible,convex,scaly,red,none,soletary,woods
2237,edible,convex,scaly,gray,none,soletary,woods
2238,edible,flat,fibrous,gray,none,scattered,grasses
2239,poisonous,convex,fibrous,gray,foul,soletary,paths
2240,edible,convex,fibrous,red,none,soletary,woods
2241,edible,convex,scaly,red,none,soletary,woods
2242,poisonous,flat,smooth,white,pungent,several,grasses
2243,edible,flat,scaly,brown,none,soletary,woods
2244,edible,convex,fibrous,red,none,soletary,woods
2245,edible,convex,scaly,red,none,several,woods
2246,edible,convex,fibrous,gray,none,several,woods
2247,edible,convex,scaly,gray,none,several,woods
2248,edible,convex,fibrous,gray,none,abundant,grasses
2249,edible,convex,fibrous,brown,none,soletary,woods
2250,edible,flat,fibrous,red,none,soletary,woods
2251,edible,convex,scaly,gray,none,soletary,woods
2252,edible,flat,fibrous,brown,none,soletary,woods
2253,edible,flat,fibrous,gray,none,scattered,grasses
2254,edible,flat,fibrous,gray,none,several,woods
2255,edible,convex,scaly,brown,none,several,woods
2256,edible,flat,fibrous,gray,none,soletary,woods
2257,edible,flat,scaly,brown,none,soletary,woods
2258,edible,convex,fibrous,gray,none,several,woods
2259,edible,convex,scaly,red,none,several,woods
2260,edible,convex,scaly,brown,none,several,woods
2261,edible,flat,smooth,gray,none,abundant,grasses
2262,edible,convex,fibrous,brown,none,soletary,woods
2263,edible,flat,fibrous,brown,none,soletary,woods
2264,edible,convex,scaly,red,none,soletary,woods
2265,edible,convex,scaly,red,none,soletary,woods
2266,edible,convex,scaly,brown,none,soletary,woods
2267,edible,flat,smooth,white,none,abundant,grasses
2268,edible,convex,scaly,brown,none,several,woods
2269,edible,convex,scaly,red,none,soletary,woods
2270,edible,convex,fibrous,gray,none,several,woods
2271,edible,flat,fibrous,gray,none,several,woods
2272,edible,flat,fibrous,brown,none,scattered,grasses
2273,edible,flat,fibrous,gray,none,several,woods
2274,edible,convex,scaly,red,none,soletary,woods
2275,edible,flat,fibrous,gray,none,several,woods
2276,edible,convex,scaly,brown,none,soletary,woods
2277,edible,convex,fibrous,red,none,soletary,woods
2278,edible,convex,fibrous,brown,none,soletary,woods
2279,edible,convex,fibrous,gray,none,several,woods
2280,edible,flat,fibrous,gray,none,several,woods
2281,edible,convex,fibrous,brown,none,soletary,woods
2282,edible,convex,scaly,brown,none,soletary,woods
2283,edible,convex,fibrous,red,none,several,woods
2284,edible,flat,fibrous,gray,none,soletary,woods
2285,edible,convex,scaly,brown,none,soletary,woods
2286,poisonous,convex,smooth,pink,creosote,several,woods
2287,edible,flat,scaly,gray,none,soletary,woods
2288,edible,flat,fibrous,brown,none,soletary,woods
2289,poisonous,flat,smooth,brown,pungent,scattered,urban
2290,edible,convex,scaly,brown,none,soletary,woods
2291,edible,convex,scaly,gray,none,soletary,woods
2292,edible,convex,scaly,red,none,several,woods
2293,edible,convex,scaly,red,none,several,woods
2294,edible,convex,scaly,red,none,several,woods
2295,edible,convex,fibrous,gray,none,soletary,woods
2296,edible,flat,smooth,white,none,scattered,grasses
2297,edible,convex,scaly,gray,none,several,woods
2298,edible,convex,fibrous,brown,none,scattered,grasses
2299,edible,convex,fibrous,brown,none,soletary,woods
2300,edible,convex,scaly,gray,none,several,woods
2301,edible,convex,scaly,red,none,several,woods
2302,edible,convex,scaly,brown,none,several,woods
2303,edible,convex,fibrous,gray,none,several,woods
2304,edible,convex,fibrous,gray,none,soletary,woods
2305,edible,convex,scaly,gray,none,several,woods
2306,edible,convex,scaly,gray,none,soletary,woods
2307,edible,flat,scaly,gray,none,several,woods
2308,edible,convex,fibrous,red,none,several,woods
2309,edible,convex,scaly,red,none,soletary,woods
2310,edible,convex,fibrous,brown,none,several,woods
2311,edible,convex,fibrous,brown,none,soletary,woods
2312,edible,flat,fibrous,brown,none,several,woods
2313,edible,flat,fibrous,brown,none,soletary,woods
2314,edible,convex,scaly,gray,none,several,woods
2315,edible,convex,fibrous,red,none,soletary,woods
2316,edible,flat,scaly,brown,none,several,woods
2317,edible,convex,scaly,red,none,several,woods
2318,edible,flat,scaly,brown,none,soletary,woods
2319,edible,convex,scaly,gray,none,soletary,woods
2320,edible,flat,fibrous,brown,none,several,woods
2321,edible,convex,scaly,gray,none,soletary,woods
2322,edible,convex,scaly,red,none,several,woods
2323,edible,convex,scaly,brown,none,soletary,woods
2324,edible,convex,fibrous,gray,none,soletary,woods
2325,edible,convex,fibrous,red,none,soletary,woods
2326,edible,convex,fibrous,brown,none,several,woods
2327,edible,flat,fibrous,brown,none,soletary,woods
2328,edible,flat,scaly,gray,none,several,woods
2329,edible,convex,fibrous,brown,none,several,woods
2330,edible,convex,scaly,red,none,soletary,woods
2331,edible,flat,fibrous,brown,none,several,woods
2332,edible,convex,scaly,brown,none,several,woods
2333,edible,flat,fibrous,brown,none,soletary,woods
2334,edible,convex,scaly,red,none,soletary,woods
2335,edible,convex,scaly,red,none,soletary,woods
2336,edible,convex,fibrous,gray,none,several,woods
2337,edible,convex,fibrous,gray,none,several,woods
2338,edible,flat,fibrous,red,none,several,woods
2339,edible,convex,fibrous,brown,none,soletary,woods
2340,edible,convex,scaly,red,none,soletary,woods
2341,edible,convex,scaly,gray,none,several,woods
2342,edible,convex,scaly,gray,none,soletary,woods
2343,edible,convex,fibrous,red,none,several,woods
2344,edible,flat,fibrous,brown,none,several,woods
2345,edible,convex,scaly,brown,none,soletary,woods
2346,edible,convex,scaly,gray,none,several,woods
2347,edible,convex,fibrous,white,none,scattered,grasses
2348,edible,flat,scaly,gray,none,soletary,woods
2349,edible,flat,smooth,gray,none,scattered,grasses
2350,edible,flat,fibrous,brown,none,soletary,woods
2351,edible,convex,scaly,red,none,soletary,woods
2352,poisonous,flat,scaly,white,pungent,scattered,urban
2353,edible,convex,scaly,gray,none,several,woods
2354,edible,flat,fibrous,brown,none,soletary,woods
2355,edible,convex,fibrous,gray,none,soletary,woods
2356,edible,convex,fibrous,red,none,several,woods
2357,edible,flat,fibrous,gray,none,several,woods
2358,edible,convex,scaly,brown,none,soletary,woods
2359,edible,convex,scaly,red,none,soletary,woods
2360,edible,convex,scaly,brown,none,several,woods
2361,edible,convex,scaly,brown,none,soletary,woods
2362,edible,flat,fibrous,brown,none,soletary,woods
2363,edible,convex,scaly,gray,none,soletary,woods
2364,edible,convex,scaly,brown,none,soletary,woods
2365,edible,convex,fibrous,red,none,several,woods
2366,edible,flat,fibrous,brown,none,soletary,woods
2367,edible,convex,fibrous,red,none,several,woods
2368,edible,flat,smooth,white,none,abundant,grasses
2369,edible,convex,scaly,brown,none,several,woods
2370,edible,convex,fibrous,gray,none,soletary,woods
2371,edible,convex,fibrous,brown,none,soletary,woods
2372,edible,convex,fibrous,red,none,soletary,woods
2373,edible,flat,fibrous,brown,none,soletary,woods
2374,edible,convex,fibrous,brown,none,several,woods
2375,edible,convex,scaly,brown,none,soletary,woods
2376,poisonous,flat,smooth,white,pungent,several,urban
2377,edible,convex,fibrous,gray,none,several,woods
2378,edible,flat,smooth,white,none,scattered,grasses
2379,edible,convex,smooth,gray,none,scattered,grasses
2380,edible,convex,fibrous,gray,none,several,woods
2381,edible,flat,fibrous,brown,none,soletary,woods
2382,edible,convex,fibrous,red,none,several,woods
2383,edible,convex,scaly,gray,none,several,woods
2384,edible,flat,fibrous,brown,none,soletary,woods
2385,edible,convex,fibrous,brown,none,several,woods
